Entity,Match,Matched Entity,Score
Nicholas seizures,True,Staph food poisoning,0.9112357
head or neck trauma,True,Neck laceration,0.9256116
light headedness,True,Lightheadedness,0.95578384
the fall,True,Extreme poverty,0.88531244
pain in her R arm and hip,True,Right lower leg joint pain,0.9236485
R humerus and R hip fx,True,Right radius head Fx,0.9249613
dislocation,True,Rib dislocation,0.95441407
transfusion dependent,True,Blood transfusion reaction,0.9651294
first degree A-V heart block,True,"AV block, first degree",0.9174374
symptomatic bradycardia,True,Symptomatic torsion dystonia,0.9132479
edema to knees,True,Peripheral edema,0.9294463
pain in R arm and R hip,True,RLQ abdominal rigidity,0.9138616
1st deg block,True,HX of Senning procedure,0.9034798
new TWI inf/lat leads,True,Abnl breast MRI,0.91422486
new ST depressions V4-6,True,"Acute ST elevation MI, unspecified",0.90764695
elongated,False,Canities,0.8477065
"inferolateral , inferior and mid septal hypokinesis",True,Left triquetrum Fx,0.87455547
Moderate ( 1900-01-02 +) mitral regurgitation,True,"Hx of MI, type 2",0.85225487
New inferior and inferolateral wall motion abnormalities,True,Left infraspinatus strain,0.8778807
more severe mitral regurgitation,True,Mitral valve regurgitation,0.9652194
single vessel disease in a right dominant system,True,"Right arm artery stenosis, unspecified symptoms",0.92175305
serial 1900-01-00 lesions proximally,True,Bilat heberdens nodes w arthropathy,0.85340536
underfilled,True,Industrial trauma,0.85548484
hemodynamically significant stenoses,True,Ischemic steal syndrome,0.9010031
significant disease,True,Acute MI,0.90569454
elevated right and left sided filling pressures,True,Left ventricular dilatation,0.904642
moderate renal insufficiency,True,Renal insufficiency,0.98046374
residual stenosis,True,Vascular graft stenosis,0.9006439
One vessel coronary artery disease,True,Coronary arteritis,0.91849804
Moderately elevated right and left sided filling pressures,True,Right atrial enlargement,0.9023347
ACUTE MI,True,Acute MI,1.0000004
perf / ischemic bowel,True,Hx of ischemic colitis,0.9501825
bloody lavage,True,Abdominal bruit,0.89983535
compressive atelectasis at the left lung base,True,Empyema w mediastinal fistula,0.90698045
coronary vascular calcifications,True,Calcific coronary atherosclerosis wo angina,0.96127236
A 1900-01-01 cm exophytic renal cyst,True,Incomplete C1-C4 quadriplegia,0.85196733
A similar lesion,True,Right ear lesion,0.9024367
vascular calcifications,True,Calcification of muscle,0.9476652
A small amount of free fluid,True,Effusion of bilat knees,0.8860798
A small amount of nondependent free air,True,"Codependency, in remission",0.8728497
nondilated,True,Stridor,0.8911023
a small amount of free fluid,True,Effusion of bilat knees,0.8860798
A small amount of free air,True,Effusion of bilat knees,0.88096976
Vascular calcifications,True,Calcification of muscle,0.9476652
Subcutaneous edema,True,Subcutaneous tissue infection,0.9453654
degenerative changes of the spine,True,Fatty degeneration of heart,0.9208312
a fracture of the proximal right humerus,True,Ankylosis of right elbow,0.92299914
beam hardening artifact,True,Radiation induced enteritis,0.8652901
free air and free fluid in the pelvis and abdomen,True,Effects of high pressure fluids,0.90170026
left-sided compressive atelectasis,True,Neonatal primary atelectasis,0.9250034
Right proximal humeral fracture,True,Open right proximal humerus Fx,0.95148003
injuries to her shoulder and hip,True,Crush injury of right hip and thigh,0.9219089
a low hct,True,Elevated TSH,0.9252803
major trauma,True,Chest injury,0.93951243
new changes on EKG,True,Abnl finding on EKG,0.8922957
transfusion dependant,True,Blood transfusion reaction,0.9481365
a recent fall,True,Right finger abrasion,0.8714173
right wrist fracture,True,Right wrist injury,0.98223996
massive ascites,True,Ascites,0.9540037
spiking fevers,True,Influenza like illness,0.9208748
Expired,True,Confusion,0.96103144
MULTIORGAN FAILURE,True,"Severe sepsis w acute organ dysfunction, w anaerobic septicemia",0.9160046
DUODENAL PERFORATION,True,Traumatic duodenum perforation,0.9723877
MULTIPLE TRAUMA,True,Traumatic shock,0.9212906
adverse reaction,True,Adverse drug reaction,0.9373995
tongue injury,True,Tongue swelling,0.9543184
bile leak,True,Bile duct injury,0.94674844
thickened stomach,True,Skin thickening,0.91126823
a bile leak at the duct of Luschka,True,Bile duct rupture,0.92703223
jaw clenching,True,Jaw pain,0.917628
biting tongue,True,Tongue swelling,0.9443403
cold / chills,True,Chills,0.92722625
the tongue injury,True,Tongue laceration,0.93974936
Urinary frequency,True,Urinary frequency,0.99999994
Mitral valve prolapse,True,Mitral valve prolapse,1.0000001
her rigidity,True,Stiffness of joint,0.8935854
groggy,True,Black piedra,0.9097166
laceration on the right edge,True,Open wound of right ankle,0.9550044
post laparoscopic incisions,True,Incisional hernia,0.92322075
inflammation in the right upper quadrant,True,Localized swelling on right lower leg,0.9236598
small fluid in the circumferential thickening of the distal stomach,True,Mass of soft tissue of bilat legs,0.89796823
a small ulcer,True,Acute antral ulcer,0.9190269
a bile leak,True,Bile duct injury,0.9363805
a bile leak from the duct of Luschka,True,Bile duct rupture,0.9323273
waxing and waning fevers,True,Fever w chills,0.86924624
really elevated,True,Elevated CEA,0.8863454
marked rebound,True,Rebound headache,0.927655
mild pancreatitis,True,Acute pancreatitis,0.9657953
intra-abdominal fluid collections,True,Intraabdominal abscess,0.93120015
the patient 's pain,True,Chronic pain due to trauma,0.8831432
the rebound,True,Rebound headache,0.92629224
further rebound,True,Rebound headache,0.9400641
temperature spikes,True,Heat stroke,0.90444136
an anion gap acidosis,True,Mixed acid base balance disorder,0.9136729
ketoacidosis,True,"Ketoacidosis due to acute alcohol intoxication, unspecified type of alcohol use",0.96546793
her anion gap acidosis,True,Mixed acid base balance disorder w hypercapnia,0.90348333
Post endoscopic retrograde cholangiopancreatography pancreatitis,True,Hx of laparoscopic gastric banding device (removed),0.9172459
Anion gap acidosis,True,Mixed acid base balance disorder,0.9039383
Bile leak,True,Bile duct injury,0.94674844
Berkitt's lymphoma,True,"Cutaneous T-cell lymphoma, unspecified type and site",0.9254445
Liver lesions,True,Liver disease,0.9701688
the previously noted enumerable hepatic cyst in her liver,True,Drug induced cholestatic hepatitis,0.8956375
these cysts,True,Bilat breast cysts,0.9416186
hepatic candidiasis,True,Retinal candidiasis,0.95962703
Burkitt's,True,"Burkitt lymphoma, extranodal and solid organs",0.9215718
her hepatic candidiasis,True,Penile candidiasis,0.9462024
Guarded,True,Canities,0.8793113
Burkitt's lymphoma,True,"Burkitt lymphoma, extranodal and solid organs",0.9658275
Hepatic candidiasis,True,Retinal candidiasis,0.95962703
a cystic lesion,True,"Dermoid cyst, left ovary",0.9277081
an enlargement of the head of his pancreas,True,Acquired deformity of abdominal wall,0.9048092
early pseudocyst,True,Bilat ear pseudocyst,0.9444542
significantly elevated alkaline phosphatase,True,Elevated alkaline phosphatase,0.9664953
his pancreatitis,True,Acute pancreatitis,0.966847
1900-01-00 bandemia,False,Hgb H constant spring disease,0.8496969
no flow,True,Persistent miosis,0.87328076
common bile duct obstruction,True,Bile duct obstruction,0.9896699
recorded melena,True,Melena,0.9241893
a long nipple like papilla,True,Bilat chronic giant papillary conjunctivitis,0.9183203
Streptococcus sanguis-gordonii,True,Streptococcal pharyngitis,0.964356
Right rotator cuff injury,True,Right rotator cuff injury,1.0000002
Recent pancreatitis,True,Chronic pancreatitis,0.9748138
recurrent pancreatitis,True,Acute pancreatitis,0.9667306
Streptococcemia,True,Streptococcal pharyngitis,0.9699687
a psychiatric condition,True,Psychological disorder,0.90758437
Munos sign,True,Leighs disease,0.9191661
trace glucose,True,Bandemia,0.8988707
ketones,True,Ketone metabolism disorder,0.8639479
red cells,True,Whole blood donor,0.90706676
white cells,True,Microcytosis,0.9040838
mild biliary stricture,True,Bile duct stricture,0.96704006
dilated pancreatic ducts,True,Pancreatic duct stricture,0.9530199
calcifications,True,Calcification of muscle,0.95630056
stone fragments,True,Bladder calculus,0.92041755
enlarged pancreas head,True,Pancreatic mass,0.94890064
a forming pseudocyst,True,Right ear pseudocyst,0.93509805
subsequently pancreatitis,True,Acute pancreatitis,0.96992725
all the other abnormal liver function tests,True,Toxic liver disease w cholestasis,0.88247603
the patient 's documented Strep septicemia,True,Group B Strep carrier in pregnancy,0.89074683
Streptococcus sanguis,True,Streptococcal pharyngitis,0.964356
this documented septicemia,True,Septic shock,0.93197143
valvular vegetations,True,Aortic valve disease,0.9303292
A complex plaque,True,Stress reaction causing mixed disturbance,0.90148526
this plaque,True,Athetosis,0.9042806
focal mitral valve prolapse,True,Mitral valve prolapse,0.9814663
pathologic mitral regurgitation,True,Mitral valve regurgitation,0.9347219
trace aortic regurgitation,True,Aortic valve regurgitation,0.97361624
his alpha septicemia from his mouth,True,Purulent right mastitis during lactation,0.91768974
a documented alpha Streptococcal septicemia,True,Acute streptococcal tonsillitis,0.95319
Alpha Streptococcus septicemia,True,Streptococcal pharyngitis,0.9661656
resolving right lower lobe pneumonia,True,Right acute recurrent serous otitis media,0.91119295
Type I DM,True,"Hx of MI, type 2",0.92438495
hypertensive urgency,True,Hypertensive urgency,0.9999999
his usual nausea,True,Left itchy eye,0.916708
lack of desire,True,Emotional disturbance of childhood,0.88974667
labile blood sugars,True,Low blood pressure reading,0.9167581
critically high,True,Acute MI,0.9167789
sleepiness,True,Sleep talking,0.97358274
localizing signs of infection,True,Localized swelling on head,0.8968296
abscess at the site,True,Abscess of skull bone,0.9516746
GPC in pairs and clusters,True,TB of GI system,0.9173273
DM type,True,Secondary dm,0.9394595
Severe autonomic dysfunction,True,Autonomic dysreflexia,0.9537952
hypertensive emergency,True,Hypertensive emergency,1.0000002
esophageal erosion,True,Esophageal mass,0.9868777
MW tear,True,Secondary dm,0.9218006
1-vessel disease,True,Neck blood vessel injury,0.89998686
1900-01-00 stenosis D1,True,CABG stenosis,0.8838708
Foot Ulcer,True,Anal ulcer,0.9400314
left pupil smaller than right,True,Left eye displacement,0.8970387
OP lesions,True,Globe disorder,0.9152031
2024-06-02 systolic murmur at LUSB,False,COVID-19 disease,0.7917792
multiple well healed scars,True,Superficial wound separation,0.89582103
left arm with fistula,True,Fistula of left hip joint,0.9467132
specific complaints,True,Acute MI,0.9067018
inability to take meds,True,Patient declines to follow up w colonoscopy,0.88254774
autonomic dysfunction,True,Autonomic dysreflexia,0.96759427
active end organ damage,True,Urinary organ injury,0.9149406
carduac enzymes mildly elevated,True,Presence of PICC line,0.92446566
Pt 's hypertensive urgency,True,"Hypertensive CKD, ESRD",0.93343353
+ blood cultures,True,Positive culture finding,0.90651804
stigmata of SBE,True,Charcots joint in syphilis,0.9062076
diabetic gastropathy,True,Portal hypertensive gastropathy,0.9278544
inability to toleral oral antihypertensive medication,True,Poisoning by antidiarrheal,0.8930129
n/v/,True,Postnasal drip,0.861541
similar complaints,True,Head swelling,0.9115519
DMI,True,Secondary dm,0.9436282
original hypertensive urgency,True,Hypertensive urgency,0.9604397
persistent elevation of trop,True,Elevated ANA titer,0.92035073
his PORT line infection,True,Left acute pinna infection,0.8957819
numerous clots,True,Hx of coagulopathy,0.89581484
subtherapeuticon INR,True,Hx of phototherapeutic keratectomy,0.90948373
PORT line infection,True,Catheter infection,0.9074594
your line infection,True,Right nursemaids elbow,0.8863224
naseau,True,Ainhum,0.9000814
stage 1900-01-01 sacral decubitus on her buttocks,True,CKD stage 5 (gfr <15),0.88641906
the decubitus ulcer,True,"Pressure ulcer of coccyx, unspecified stage",0.91979206
the patient 's chronic obstructive pulmonary disease,True,Chronic respiratory failure due to obstructive sleep apnea,0.92833334
physically decompensated,True,Compensatory emphysema,0.87598085
easy fatigability,True,Unhappiness,0.8802006
some abdominal pain,True,Upper abdominal pain,0.96427655
bowel movement changes,True,Change in bowel habit,0.94725394
a 2006-02-01 holosystolic murmur,True,Abnl finding on EKG,0.871767
Crackles bilaterally,True,Nail pitting,0.8786433
1+ lower extremity edema,True,Left leg peripheral nerve entrapment,0.8904636
diastolic and systolic dysfunction,True,"Combined systolic and diastolic heart failure, acute",0.96825606
moderately depressed left ventricular systolic function,True,Left ventricular diastolic dysfunction,0.95039773
hypokinesis of the lower half of septum and apex,True,Somatic dysfunction of head region,0.91841847
the distal lateral wall hypokinesis,True,Perineal hypospadias,0.90367514
The wall motion abnormalities,True,Left atrial enlargement,0.8916229
the wall motion abnormalities,True,Left atrial enlargement,0.8916229
her current cardiac failure,True,Failed pregnancy termination W renal failure,0.88324296
her renal functioning worsening,True,Acute renal failure due to ace inhibitor,0.9354268
the renal issue,True,Renal mass,0.93309426
renal artery stenosis,True,Left renal artery stenosis,0.9817189
severe right renal artery stenosis at its origin,True,Right renal artery stenosis,0.98750657
moderate to severe focal stenosis of the left renal artery,True,Acute stroke due to stenosis of bilat carotid arteries,0.9263035
the coronary disease,True,CAD (coronary artery disease) wo angina,0.9139668
worsened,True,Declines treatment,0.88937765
Systolic and diastolic congestive heart failure,True,"Combined systolic and diastolic heart failure, acute",0.9695844
Bilateral renal artery stenosis,True,Right renal artery stenosis,0.98586476
diagnosed liver laceration,True,Liver laceration,0.96304923
Left forarm and right knee abrasions,True,Left great toe physeal Fx,0.92817223
murmors,True,Frambesioma,0.9185334
peritoneal irritation,True,Peritoneal disease,0.97702646
The liver laceration,True,Liver laceration,0.9697659
further complication,True,Postoperative complication,0.93205947
biliary stasis,True,Biliary colic,0.9448486
Symptoms,True,Worries,0.9643021
a bleed from femoral access site,True,Right femoral artery laceration,0.93381894
Fatty liver,True,Fatty liver,1.0000002
an acute myocardial infarction,True,Postmyocardial infarction syndrome,0.9525041
elevated PSA,True,Elevated PSA,0.9999999
